r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
"鳴瀬喜博 Yoshihiro Naruse - So Long [Fusion, Funk] (1983)","鳴瀬喜博 Yoshihiro Naruse - So Long [Japan] Fusion, Funk (1983)",2022-09-17,0.79,20.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '鳴瀬喜博 Yoshihiro Naruse - So Long [Japan] Fusion, Funk (1983)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/b_v3YOdArAQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""鳴瀬喜博 Yoshihiro Naruse - So Long [Japan] Fusion, Funk (1983)""></iframe>', 'author_name': 'Music for empty rooms', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/b_v3YOdArAQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Musicforemptyrooms'}}",鳴瀬喜博 Yoshihiro Naruse,So Long,鳴瀬喜博 Yoshihiro Naruse,So Long,"fusion, funk",youtube,,https://www.youtube.com/watch?v=b_v3YOdArAQ,b_v3YOdArAQ,,,,"鳴瀬喜博 Yoshihiro Naruse - So Long [Japan] Fusion, Funk (1983)",Music for empty rooms,2022-09-12T16:00:19Z,PT4M20S,2688,https://i.ytimg.com/vi/b_v3YOdArAQ/hqdefault.jpg,200,6,"['obscure music', 'vintage', 'obscure records', 'the homecoming', 'vintage obscure music', 'rare records', 'obscure jazz', 'jazz', 'library music', 'rare library', 'lp', 'obscure funk', 'funk', 'loner folk', 'obscure experimental', 'obscure psych', 'ambient', 'samples', 'sample', 'jazz sample', 'andre navarro II', 'andre navarro', 'soul sample', '70s', 'soul', 'free sample', 'beat sample', 'beat samples', 'psych', 'prog', 'trap sample', 'free beat', 'Xerf Xpec', 'XerfXpec', 'digging', 'crate', 'xerf xpec', 'xerfxpec', 'musicforemptyrooms', 'music for empty rooms']",2.69K,200,6,04:20,2022-09-12,20
Jonathan Scales Fourchestra - The Trap [Jazz Fusion] (2017),Jonathan Scales Fourchestra - The Trap [Official Video],2022-09-18,0.84,19.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Jonathan Scales Fourchestra - The Trap [Official Video]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/FsMFAU6u0LU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Jonathan Scales Fourchestra - The Trap [Official Video]""></iframe>', 'author_name': 'Jonathan Scales', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/FsMFAU6u0LU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/jonathanscalesvideos'}}",Jonathan Scales Fourchestra,The Trap,Jonathan Scales Fourchestra,The Trap,jazz fusion,youtube,,https://www.youtube.com/watch?v=FsMFAU6u0LU,FsMFAU6u0LU,,,,Jonathan Scales Fourchestra - The Trap [Official Video],Jonathan Scales,2017-11-06T02:36:23Z,PT4M41S,23464,https://i.ytimg.com/vi/FsMFAU6u0LU/hqdefault.jpg,656,46,"['jonathan scales', 'steel pan', 'steel pans', 'drums', 'bass guitar', 'bass', 'maison guidry', ""e'lon"", 'asheville', 'north carolina', 'glassworks', 'lexington', 'glassblowing', 'music video', 'lakland', 'zildjian']",23.5K,656,46,04:41,2017-11-06,19
A People Person - Shadows on the Wall [Alternative/Indie rock] (2020),A People Person - Shadows on the Wall (Official Music Video),2022-09-17,0.83,18.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'A People Person - Shadows on the Wall (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Cf2h5F_Xy2Q?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""A People Person - Shadows on the Wall (Official Music Video)""></iframe>', 'author_name': 'Sydney Amanuel', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Cf2h5F_Xy2Q/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/SydneyAmanuel'}}",A People Person,Shadows on the Wall,A People Person,Shadows on the Wall,"alternative, indie rock",youtube,,https://www.youtube.com/watch?v=Cf2h5F_Xy2Q,Cf2h5F_Xy2Q,,,,A People Person - Shadows on the Wall (Official Music Video),Sydney Amanuel,2020-12-04T17:18:56Z,PT3M10S,9636,https://i.ytimg.com/vi/Cf2h5F_Xy2Q/hqdefault.jpg,849,109,,9.64K,849,109,03:10,2020-12-04,18
Deltron 3030 - virus - [Rap],Ai Generated Music Video - Deltron 3030 - Virus,2022-09-19,0.86,15.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Ai Generated Music Video - Deltron 3030 - Virus', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/WJaxFbdjm8c?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Ai Generated Music Video - Deltron 3030 - Virus""></iframe>', 'author_name': 'Ben Gillin', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/WJaxFbdjm8c/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/BenGillin'}}",Deltron 3030,virus,Ai Generated,Deltron 3030 - Virus,rap,youtube,,https://www.youtube.com/watch?v=WJaxFbdjm8c,WJaxFbdjm8c,,,,Ai Generated Music Video - Deltron 3030 - Virus,Ben Gillin,2022-08-16T04:32:42Z,PT4M27S,374425,https://i.ytimg.com/vi/WJaxFbdjm8c/hqdefault.jpg,33162,2370,"['Deltron3030', 'Artificial Intelligence', 'MidJourney', 'Ai Generated Art', 'Music Video']",374K,33.2K,2.37K,04:27,2022-08-16,15
White Zombie - 1995 killin it in somebody’s backyard [Performance],White Zombie MTV Invades Your Space Contest Winner Back Yard Performance 10-21-1995,2022-09-19,0.79,15.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'White Zombie MTV Invades Your Space Contest Winner Back Yard Performance 10-21-1995', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/R4sgH0x1Ors?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""White Zombie MTV Invades Your Space Contest Winner Back Yard Performance 10-21-1995""></iframe>', 'author_name': 'shreddycap', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/R4sgH0x1Ors/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/shreddycap'}}",White Zombie,1995 killin it in somebody’s backyard,White Zombie MTV Invades Your Space Contest Winner Back Yard Performance 10,21-1995,performance,youtube,,https://www.youtube.com/watch?v=R4sgH0x1Ors,R4sgH0x1Ors,,,,White Zombie MTV Invades Your Space Contest Winner Back Yard Performance 10-21-1995,shreddycap,2021-06-16T01:41:15Z,PT27M28S,161223,https://i.ytimg.com/vi/R4sgH0x1Ors/hqdefault.jpg,3386,747,"['white zombie', 'rob zombie', 'mtv', '1995']",161K,3.39K,747,27:28,2021-06-16,15
Orville Peck - Drive Me Crazy [Alt Country],Orville Peck Performs “Drive Me Crazy” Live on the Honda Stage,2022-09-18,0.81,15.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Orville Peck Performs “Drive Me Crazy” Live on the Honda Stage', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/SReI7nRpvYM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Orville Peck Performs “Drive Me Crazy” Live on the Honda Stage""></iframe>', 'author_name': 'Billboard', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/SReI7nRpvYM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Billboard'}}",Orville Peck,Drive Me Crazy,Orville Peck Performs,Drive Me Crazy Live on the Honda Stage,alt country,youtube,,https://www.youtube.com/watch?v=SReI7nRpvYM,SReI7nRpvYM,,,,Orville Peck Performs “Drive Me Crazy” Live on the Honda Stage,Billboard,2020-12-09T22:36:15Z,PT5M2S,340034,https://i.ytimg.com/vi/SReI7nRpvYM/hqdefault.jpg,627,34,"['Honda Stage', 'Honda', 'American Honda', 'Billboard', 'Billboard video', 'Orville', 'Orville Peck', 'Orville Peck songs', 'Orville Peck Honda Backstage', 'Orville Peck Interview', 'Orville Peck Documentary', 'Orville Peck Tour', 'Orville Peck New Album', 'Orville Peck Performance', 'Orville Peck Music', 'Orville Peck New Music', 'Orville Peck Video', 'Orville Peck Pony', 'Orville Peck Show Pony', 'Orville Peck Drive Me Crazy', 'Country Music', 'Gay Music', 'LGBTQ Music']",340K,627,34,05:02,2020-12-09,15
Bauhaus - In the Flat Field [Gothic Rock],Bauhaus - In The Flat Field,2022-09-19,0.9,14.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Bauhaus - In The Flat Field', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/8a2hGhamVwA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Bauhaus - In The Flat Field""></iframe>', 'author_name': 'The Arkive', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/8a2hGhamVwA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/TheArkive'}}",Bauhaus,In the Flat Field,Bauhaus,In The Flat Field,gothic rock,youtube,,https://www.youtube.com/watch?v=8a2hGhamVwA,8a2hGhamVwA,,,,Bauhaus - In The Flat Field,The Arkive,2013-06-17T10:19:43Z,PT4M13S,1033639,https://i.ytimg.com/vi/8a2hGhamVwA/hqdefault.jpg,16451,572,"['Bauhaus', 'Bauhaus Band', 'Bauhaus (Musical Group)', 'Gothic', 'David J', 'Beggars Banquet', 'Kevin Haskins', 'Video', 'Beggars Archive', 'Daniel Ash', 'Peter Murphy', 'In The Flat Field (Musical Album)', '4AD']",1.03M,16.5K,572,04:13,2013-06-17,14
UNI and The Urchins - Doll Parts [Electronic Pop] (2022),"UNI and The Urchins - ""DOLL PARTS"" (Official Video)",2022-09-19,0.78,14.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'UNI and The Urchins - ""DOLL PARTS"" (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/acHiln-9C-M?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""UNI and The Urchins - ""DOLL PARTS"" (Official Video)""></iframe>', 'author_name': 'UNI and The Urchins', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/acHiln-9C-M/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/UNIandTheUrchins'}}",UNI and The Urchins,Doll Parts,UNI and The Urchins,DOLL PARTS,electronic pop,youtube,,https://www.youtube.com/watch?v=acHiln-9C-M,acHiln-9C-M,,,,"UNI and The Urchins - ""DOLL PARTS"" (Official Video)",UNI and The Urchins,2022-09-14T15:37:12Z,PT3M34S,52788,https://i.ytimg.com/vi/acHiln-9C-M/hqdefault.jpg,144,33,,52.8K,144,33,03:34,2022-09-14,14
Paul Weller - Wild Wood [Indie] (1993),Wild Wood,2022-09-18,0.88,13.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Wild Wood', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/pPCKVv5dD5s?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Wild Wood""></iframe>', 'author_name': 'Paul Weller - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/pPCKVv5dD5s/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCoTaSwsGGpqA0Dt9tEodXcA'}}",Paul Weller,Wild Wood,,,indie,youtube,,https://www.youtube.com/watch?v=pPCKVv5dD5s,pPCKVv5dD5s,,,,Wild Wood,Paul Weller - Topic,2018-11-05T08:33:40Z,PT3M23S,329024,https://i.ytimg.com/vi/pPCKVv5dD5s/hqdefault.jpg,3459,4,"['Paul Weller', 'ポールウェラー', 'ポール・ウェラー', 'Wild Wood', 'ワイルド・ウッド']",329K,3.46K,4,03:23,2018-11-05,13
Tequila Maison - Un Día [Folk/Bluegrass] (2022),Tequila Maison - Un Día,2022-09-15,0.73,12.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Tequila Maison - Un Día', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/0l2VjugIrC8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Tequila Maison - Un Día""></iframe>', 'author_name': 'Tequila Maison', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/0l2VjugIrC8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCSoaxnEC5dkiq3P6F-TFHDQ'}}",Tequila Maison,Un Día,Tequila Maison,Un Día,"folk, bluegrass",youtube,,https://www.youtube.com/watch?v=0l2VjugIrC8,0l2VjugIrC8,,,,Tequila Maison - Un Día,Tequila Maison,2022-07-24T02:33:06Z,PT2M34S,533,https://i.ytimg.com/vi/0l2VjugIrC8/hqdefault.jpg,4,1,,533,4,1,02:34,2022-07-24,12
Biwako-kun - Tokaikko Inakakko [Japanese Pop Rock] (2019),びわ湖くん【都会っ子田舎っ子】Official Music Video,2022-09-18,0.79,12.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'びわ湖くん【都会っ子田舎っ子】Official Music Video', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/CsmaXqr7FRs?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""びわ湖くん【都会っ子田舎っ子】Official Music Video""></iframe>', 'author_name': 'びわ湖くん', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/CsmaXqr7FRs/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCzSUsDbhcdTgTnyD1esPatw'}}",Biwako-kun,Tokaikko Inakakko,,,japanese pop rock,youtube,,https://www.youtube.com/watch?v=CsmaXqr7FRs,CsmaXqr7FRs,,,,びわ湖くん【都会っ子田舎っ子】Official Music Video,びわ湖くん,2019-12-15T11:00:02Z,PT3M49S,74819,https://i.ytimg.com/vi/CsmaXqr7FRs/hqdefault.jpg,2077,98,"['バンド', '人気', '邦ロック', 'びわ湖', '滋賀', 'かっこいい', '感覚ピエロ', '若手バンド', '２０２０', 'バズる', 'ライブ', 'インディーズ', '売れそう', 'okojo', '嘘とカメレオン', 'バンドマン', 'WOMCADOLE', '天才テレビくん', '見放題', 'ラップ', 'ゆるキャラ', 'かわいい', '弾いてみた', '叩いてみた', 'おすすめ', 'おススメ', '滋賀県', '怖い', 'やってみた', 'ユーチューバー', '滋賀バンド']",74.8K,2.08K,98,03:49,2019-12-15,12
Clutch - 12 Ounce Epilogue [metal/rock],12 Oz. epilogue,2022-09-20,0.87,11.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '12 Oz. epilogue', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/6AzANPa9cUc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""12 Oz. epilogue""></iframe>', 'author_name': 'KsFBlastTyrant', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/6AzANPa9cUc/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/KsFBlastTyrant'}}",Clutch,12 Ounce Epilogue,,,"metal, rock",youtube,,https://www.youtube.com/watch?v=6AzANPa9cUc,6AzANPa9cUc,,,,12 Oz. epilogue,KsFBlastTyrant,2008-08-30T03:41:53Z,PT2M52S,1500,https://i.ytimg.com/vi/6AzANPa9cUc/hqdefault.jpg,12,0,"['rock', 'alternative', 'clutch', 'coca', 'cola', '12', 'oz', 'epilogue', 'el', 'jefe']",1.5K,12,0,02:52,2008-08-30,11
Saves the Day - At Your Funeral [Alternative] Today Queen Elizabeth II had her funeral.,"Saves the Day ""At Your Funeral"" - Official Music Video",2022-09-19,0.7,10.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Saves the Day ""At Your Funeral"" - Official Music Video', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/NwW0q65VIas?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Saves the Day ""At Your Funeral"" - Official Music Video""></iframe>', 'author_name': 'Mo Barry', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/NwW0q65VIas/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/eganb'}}",Saves the Day,At Your Funeral,"Saves the Day ""At Your Funeral",,alternative,youtube,,https://www.youtube.com/watch?v=NwW0q65VIas,NwW0q65VIas,,,,"Saves the Day ""At Your Funeral"" - Official Music Video",Mo Barry,2006-12-19T16:20:33Z,PT3M10S,2306469,https://i.ytimg.com/vi/NwW0q65VIas/hqdefault.jpg,10051,796,"['saves', 'the', 'day', 'at', 'your', 'funeral', 'video', 'fire', 'chris', 'conley', 'maureen', 'egan', 'matthew', 'barry', 'stay', 'what', 'you', 'are', 'arcade', 'vagrant', 'official', 'music']",2.31M,10.1K,796,03:10,2006-12-19,10
Colm Mcguinness - Where Am I To Go M'Johnnies [Sea Shanty] (2022),Where Am I To Go M'Johnnies (SEA SHANTY) Cover,2022-09-16,0.66,10.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Where Am I To Go M'Johnnies (SEA SHANTY) Cover"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/tyLZ55iO2SY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Where Am I To Go M\'Johnnies (SEA SHANTY) Cover""></iframe>', 'author_name': 'Colm McGuinness Music', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/tyLZ55iO2SY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/CaptainIndigoSkyler'}}",Colm Mcguinness,Where Am I To Go MJohnnies,,,sea shanty,youtube,,https://www.youtube.com/watch?v=tyLZ55iO2SY,tyLZ55iO2SY,,,,Where Am I To Go M'Johnnies (SEA SHANTY) Cover,Colm McGuinness Music,2022-09-15T16:00:12Z,PT2M10S,40282,https://i.ytimg.com/vi/tyLZ55iO2SY/hqdefault.jpg,3861,280,"['Wellerman', 'The Wellerman', 'Sea Shanty', 'Sea Shanties', 'Tiktok', 'Tik Tok', 'Shanty', 'Shanties', 'Pirate Shanty', 'Pirate', 'Sailor', 'Singing', 'Cover', ""Assassin's Creed"", ""Assassin's Creed Black Flag"", ""Assassin's Creed IV"", 'Randy Dandy O', 'SeasShantyTok', 'Colm McGuinness', 'Colm R. McGuinness', 'Roll Boys Roll', 'Roll Boys Roll!', 'Good Morning Ladies All', 'Good Morning Ladies', 'Lowlands Away', 'Bully in the Alley', ""Here's A Health to the Company"", 'Irish', 'Folk', 'Folk music', 'Violin', 'Bouzouki', ""Where Am I To Go M'Jonnies""]",40.3K,3.86K,280,02:10,2022-09-15,10
Colored Sky - Discovery [Nuevo Flamenco] (2021),Discovery - Colored Sky,2022-09-16,0.74,10.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Discovery - Colored Sky', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/5yg2bM5z940?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Discovery - Colored Sky""></iframe>', 'author_name': 'Red Crows Music', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/5yg2bM5z940/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC-x7497dOf39MkAQM1IVR1g'}}",Colored Sky,Discovery,Discovery,Colored Sky,nuevo flamenco,youtube,,https://www.youtube.com/watch?v=5yg2bM5z940,5yg2bM5z940,,,,Discovery - Colored Sky,Red Crows Music,2021-12-08T07:00:02Z,PT3M40S,96,https://i.ytimg.com/vi/5yg2bM5z940/hqdefault.jpg,5,0,,96,5,0,03:40,2021-12-08,10
Monsterland - Vega$ Hate Fuck [Punk] (1993),Monsterland - Vega$ Hate Fuck,2022-09-19,0.86,9.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Monsterland - Vega$ Hate Fuck', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/4bP0bHa7mk8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Monsterland - Vega$ Hate Fuck""></iframe>', 'author_name': 'Ryan Fry', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/4bP0bHa7mk8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/filter1987'}}",Monsterland,Vega$ Hate Fuck,Monsterland,Vega$ Hate Fuck,punk,youtube,,https://www.youtube.com/watch?v=4bP0bHa7mk8,4bP0bHa7mk8,,,,Monsterland - Vega$ Hate Fuck,Ryan Fry,2017-10-22T07:07:54Z,PT3M58S,70,https://i.ytimg.com/vi/4bP0bHa7mk8/hqdefault.jpg,5,0,"['chris mitchell', 'punk', 'greg vegas', 'thom monahan', 'todd cronin']",70,5,0,03:58,2017-10-22,9
Dimitri — Mirror [Coldwave] (2018),Mirror,2022-09-18,0.76,9.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Mirror', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/soHzv4MRf0c?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Mirror""></iframe>', 'author_name': 'Dimitri De Alencar 2', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/soHzv4MRf0c/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCrbGwWU3DQmeeC9lEo-ibvQ'}}",Dimitri,Mirror,,,coldwave,youtube,,https://www.youtube.com/watch?v=soHzv4MRf0c,soHzv4MRf0c,,,,Mirror,Dimitri De Alencar 2,2022-09-18T01:48:56Z,PT2M56S,198,https://i.ytimg.com/vi/soHzv4MRf0c/hqdefault.jpg,3,0,,198,3,0,02:56,2022-09-18,9
